County/City,Ward,Pct,"Edward Walter Gillespie","Corey Alan Stewart","Frank W. Wagner","All Others","Total Votes Cast"
"Virginia Beach City",-,"24 - Larkspur",64,58,74,0,196
"Virginia Beach City",-,"25 - Avalon",119,150,112,1,382
"Virginia Beach City",-,"26 - Fairfield",140,77,129,0,346
"Virginia Beach City",-,"27 - Edwin",138,100,140,0,378
"Virginia Beach City",-,"28 - Thalia",79,59,101,0,239
"Virginia Beach City",-,"29 - Holland",40,50,30,0,120
"Virginia Beach City",-,"30 - Red Wing",105,74,92,0,271
"Virginia Beach City",-,"31 - Sigma",153,168,134,0,455
"Virginia Beach City",-,"32 - Creeds",54,58,50,0,162
"Virginia Beach City",-,"33 - Capps Shop",73,63,55,0,191
"Virginia Beach City",-,"34 - Blackwater",34,45,28,0,107
"Virginia Beach City",-,"35 - Courthouse",186,197,147,0,530
"Virginia Beach City",-,"36 - Windsor Oaks",84,75,70,0,229
"Virginia Beach City",-,"37 - Chesapeake Beach",62,46,49,0,157
"Virginia Beach City",-,"38 - Witchduck",140,149,215,0,504
"Virginia Beach City",-,"39 - Pembroke",95,100,96,0,291
"Virginia Beach City",-,"40 - Bonney",49,62,54,0,165
"Virginia Beach City",-,"41 - College Park",44,71,48,0,163
"Virginia Beach City",-,"42 - Brandon",90,84,79,0,253
"Virginia Beach City",-,"43 - Bellamy",31,51,49,0,131
"Virginia Beach City",-,"44 - Centerville",103,117,104,0,324
"Virginia Beach City",-,"45 - Timberlake",42,37,40,0,119
"Virginia Beach City",-,"46 - Green Run",40,33,32,0,105
"Virginia Beach City",-,"47 - Kings Grant",169,155,189,0,513
"Virginia Beach City",-,"48 - Wolfsnare",124,85,115,0,324
"Virginia Beach City",-,"49 - Lynnhaven",166,102,152,0,420
"Virginia Beach City",-,"50 - Oceana",22,20,13,0,55
"Virginia Beach City",-,"51 - Stratford Chase",112,89,94,0,295
"Virginia Beach City",-,"52 - Homestead",138,133,108,0,379
"Virginia Beach City",-,"53 - Shannon",107,94,69,1,271
"Virginia Beach City",-,"54 - Cromwell",56,52,55,0,163
"Virginia Beach City",-,"55 - Magic Hollow",39,39,34,0,112
"Virginia Beach City",-,"56 - Edinburgh",55,60,52,0,167
"Virginia Beach City",-,"57 - Sherry Park",63,80,58,0,201
"Virginia Beach City",-,"58 - Glenwood",92,72,70,0,234
"Virginia Beach City",-,"59 - Shelton Park",44,52,63,0,159
"Virginia Beach City",-,"60 - Foxfire",83,83,108,0,274
"Virginia Beach City",-,"61 - Baker",16,13,9,0,38
"Virginia Beach City",-,"62 - Landstown",93,99,81,0,273
"Virginia Beach City",-,"63 - Culver",88,97,64,0,249
"Virginia Beach City",-,"64 - Rosemont Forest",138,112,91,0,341
"Virginia Beach City",-,"65 - Colonial",75,58,70,0,203
"Virginia Beach City",-,"66 - Hunt",77,77,79,0,233
"Virginia Beach City",-,"67 - Eastern Shore",15,26,16,0,57
"Virginia Beach City",-,"68 - Manor",119,112,115,0,346
"Virginia Beach City",-,"69 - Shell",32,44,43,0,119
"Virginia Beach City",-,"70 - Corporate Landing",60,80,52,0,192
"Virginia Beach City",-,"71 - Round Hill",35,41,30,0,106
"Virginia Beach City",-,"72 - Rudee",91,57,99,0,247
"Virginia Beach City",-,"73 - Dahlia",41,38,33,0,112
"Virginia Beach City",-,"74 - Buckner",31,44,28,0,103
"Virginia Beach City",-,"75 - Colony",150,91,147,0,388
"Virginia Beach City",-,"76 - Village",33,29,26,0,88
"Virginia Beach City",-,"77 - Brookwood",55,70,62,0,187
"Virginia Beach City",-,"78 - Indian Lakes",56,59,76,0,191
"Virginia Beach City",-,"79 - Pleasant Hall",27,41,31,0,99
"Virginia Beach City",-,"80 - Chimney Hill",40,56,37,0,133
"Virginia Beach City",-,"81 - Rock Lake",43,58,45,0,146
"Virginia Beach City",-,"82 - Shelburne",48,62,45,0,155
"Virginia Beach City",-,"83 - Strawbridge",90,91,87,0,268
"Virginia Beach City",-,"84 - Tallwood",69,50,52,0,171
"Virginia Beach City",-,"85 - Upton",82,108,87,0,277
"Virginia Beach City",-,"86 - Haygood",130,93,141,0,364
"Virginia Beach City",-,"87 - Hillcrest",86,64,89,0,239
"Virginia Beach City",-,"88 - North Landing",60,60,58,0,178
"Virginia Beach City",-,"89 - Lake Christopher",107,84,88,0,279
"Virginia Beach City",-,"90 - Lake Joyce",55,53,79,0,187
"Virginia Beach City",-,"91 - Lexington",52,52,43,0,147
"Virginia Beach City",-,"92 - Little Neck",121,86,127,0,334
"Virginia Beach City",-,"93 - Newtown",19,12,10,0,41
"Virginia Beach City",-,"94 - Pinewood",56,47,50,0,153
"Virginia Beach City",-,"95 - Dam Neck",25,38,30,0,93
"Virginia Beach City",-,"96 - Hilltop",30,41,40,0,111
"Virginia Beach City",-,"97 - Indian River",43,43,38,0,124
"Virginia Beach City",-,"98 - Independence",43,28,22,0,93
"Virginia Beach City",-,"Ab - Central Absentee Precinct",285,137,264,0,686
"Virginia Beach City",-,Provisional,5,3,5,0,13
"Warren County",-,"101 - Fork Town",71,65,7,0,143
"Warren County",-,"102 - Otterburn",78,147,25,0,250
"Warren County",-,"201 - Happy Creek",81,119,14,0,214
"Warren County",-,"202 - Linden",74,115,21,0,210
"Warren County",-,"301 - North River",59,69,7,0,135
"Warren County",-,"302 - Riverton",78,101,16,0,195
"Warren County",-,"401 - East Shenandoah",97,193,20,0,310
"Warren County",-,"402 - Town - West Shenandoah",58,86,11,0,155
"Warren County",-,"501 - South River",55,101,19,0,175
"Warren County",-,"502 - Bentonville",40,63,8,0,111
"Warren County",-,"504 - Browntown",35,56,9,0,100
"Warren County",-,"Ab - Central Absentee Precinct",27,14,10,0,51
"Warren County",-,Provisional,0,0,0,0,0
"Washington County",-,"101 - East Abingdon",52,95,5,0,152
"Washington County",-,"102 - West Abingdon",19,66,3,0,88
"Washington County",-,"201 - Clinchburg",33,52,6,0,91
"Washington County",-,"202 - Greendale",45,96,7,0,148
"Washington County",-,"203 - Hayters Gap",32,44,6,0,82
"Washington County",-,"204 Woodland Hills",44,92,12,0,148
"Washington County",-,"301 - Watauga",36,138,9,0,183
"Washington County",-,"302 - South Abingdon",30,102,11,0,143
"Washington County",-,"401 - Glade Spring",17,67,4,0,88
"Washington County",-,"402 - Meadowview",31,90,5,0,126
"Washington County",-,"501 - Rhea Valley",21,115,10,0,146
"Washington County",-,"502 - Damascus",19,44,5,0,68
"Washington County",-,"504 - Green Cove",6,18,4,0,28
"Washington County",-,"601 - Burson Place",32,79,2,0,113
"Washington County",-,"602 - Mendota",6,25,4,0,35
"Washington County",-,"603 - Valley Institute",34,79,7,0,120
"Washington County",-,"701 - High Point",31,77,4,0,112
"Washington County",-,"702 - Wallace",19,38,3,0,60
"Washington County",-,"703 - John Battle",34,76,3,0,113
"Washington County",-,"Ab - Central Absentee Precinct",29,28,5,0,62
"Washington County",-,Provisional,0,0,0,0,0
"Waynesboro City",-,"1 - Ward A",25,48,11,0,84
"Waynesboro City",-,"2 - Ward B",129,134,17,0,280
"Waynesboro City",-,"3 - Ward C",51,84,11,0,146
"Waynesboro City",-,"4 - Ward D",151,169,36,0,356
"Waynesboro City",-,"Ab - Central Absentee Precinct",24,8,1,0,33
"Waynesboro City",-,Provisional,0,0,0,0,0
"Westmoreland County",-,"101 - Precinct 1-1",45,23,4,0,72
"Westmoreland County",-,"102 - Precinct 1-2",16,12,4,0,32
"Westmoreland County",-,"201 - Precinct 2-1",80,53,12,0,145
"Westmoreland County",-,"202 - Precinct 2-2",34,46,11,0,91
"Westmoreland County",-,"301 - Precinct 3-1",30,40,11,0,81
"Westmoreland County",-,"302 - Precinct 3-2",15,22,7,0,44
"Westmoreland County",-,"401 - Precinct 4-1",85,92,23,0,200
"Westmoreland County",-,"501 - Precinct 5-1",69,85,39,0,193
"Westmoreland County",-,"Ab - Central Absentee Precinct",18,13,0,0,31
"Westmoreland County",-,Provisional,0,0,0,0,0
"Williamsburg City",-,"1 - Stryker",130,86,46,0,262
"Williamsburg City",-,"2 - Matoaka",147,81,39,0,267
"Williamsburg City",-,"Ab - Central Absentee Precinct",32,11,7,0,50
"Williamsburg City",-,Provisional,0,0,1,0,1
"Winchester City",-,"101 - Merrimans",164,69,26,0,259
"Winchester City",-,"102 - Old Town",114,83,14,0,211
"Winchester City",-,"201 - Virginia Avenue",42,49,12,0,103
"Winchester City",-,"301 - War Memorial",62,69,10,0,141
"Winchester City",-,"401 - Frederick Douglass",31,33,6,0,70
"Winchester City",-,"402 - Rolling Hills",105,98,12,0,215
"Winchester City",-,"Ab - Central Absentee Precinct",29,7,2,0,38
"Winchester City",-,Provisional,0,0,0,0,0
"Wise County",-,"101 - Appalachia",9,20,7,0,36
"Wise County",-,"102 - Dorchester",16,21,3,0,40
"Wise County",-,"103 - Guest River Voting Place",10,26,2,0,38
"Wise County",-,"104 - West Pound",21,41,12,0,74
"Wise County",-,"201 - North Coeburn",16,36,1,0,53
"Wise County",-,"202 - Wise",45,55,12,0,112
"Wise County",-,"203 - East Pound",4,12,3,0,19
"Wise County",-,"301 - Big Stone Gap",30,69,3,0,102
"Wise County",-,"302 - East Stone Gap",32,64,7,0,103
"Wise County",-,"401 - Clinch Valley",26,50,7,0,83
"Wise County",-,"402 - South Coeburn",28,59,1,0,88
"Wise County",-,"403 - St Paul",19,18,3,0,40
"Wise County",-,"Ab - Central Absentee Precinct",23,12,2,0,37
"Wise County",-,Provisional,0,0,0,0,0
"Wythe County",-,"101 - Royal Oak",11,26,0,0,37
"Wythe County",-,"102 - Rural Retreat",58,103,15,0,176
"Wythe County",-,"203 - West Wytheville",63,102,10,0,175
"Wythe County",-,"303 - East Wytheville",77,129,7,0,213
"Wythe County",-,"401 - Fort Chiswell",43,42,6,0,91
"Wythe County",-,"402 - Max Meadows",38,63,3,0,104
"Wythe County",-,"501 - Jackson Memorial",19,41,1,0,61
"Wythe County",-,"502 - Sheffey",50,55,1,0,106
"Wythe County",-,"601 - Huddle",14,28,1,0,43
"Wythe County",-,"602 - Zion",34,44,2,0,80
"Wythe County",-,"603 Evergreen",23,41,3,0,67
"Wythe County",-,"Ab - Central Absentee Precinct",15,11,6,0,32
"Wythe County",-,Provisional,0,0,0,0,0
"York County",-,"101 - Queens Lake",130,95,54,0,279
"York County",-,"102 - Waller Mill",117,130,50,0,297
"York County",-,"103 - Magruder",85,85,24,0,194
"York County",-,"201 - Coventry",162,96,139,0,397
"York County",-,"202 - Kiln Creek",78,52,62,0,192
"York County",-,"301 - Seaford",196,167,181,0,544
"York County",-,"302 - Yorktown",133,98,120,0,351
"York County",-,"303 - Edgehill",109,115,69,0,293
"York County",-,"401 - Harwoods Mill",191,145,142,0,478
"York County",-,"402 - Dare",194,137,130,0,461
"York County",-,"403 - Grafton",99,61,62,0,222
"York County",-,"501 - Tabb",205,144,128,0,477
"York County",-,"502 - Bethel",158,115,78,0,351
"York County",-,"Ab - Central Absentee Precinct",72,34,38,0,144
"York County",-,Provisional,1,1,0,0,2
TOTALS,,,"160,003","155,466","50,313",21,"365,803"
