County/City,Ward,Pct,"Corey Alan Stewart","Nicholas Jason Freitas","Earl Walker Jackson, Sr.","All Others","Total Votes Cast"
"Virginia Beach City",-,"5 - Seatack",58,55,14,0,127
"Virginia Beach City",-,"6 - Alanton",99,267,32,0,398
"Virginia Beach City",-,"7 - Kingston",105,152,35,0,292
"Virginia Beach City",-,"8 - London Bridge",97,110,35,0,242
"Virginia Beach City",-,"9 - Trantwood",141,180,68,0,389
"Virginia Beach City",-,"10 - Great Neck",127,314,35,0,476
"Virginia Beach City",-,"11 - Cape Henry",118,180,48,0,346
"Virginia Beach City",-,"12 - Plaza",94,103,31,0,228
"Virginia Beach City",-,"13 - Mt Trashmore",163,173,50,0,386
"Virginia Beach City",-,"14 - Malibu",81,111,26,0,218
"Virginia Beach City",-,"15 - Old Donation",62,57,21,0,140
"Virginia Beach City",-,"16 - Aragona",106,106,46,0,258
"Virginia Beach City",-,"17 - Ocean Park",62,161,14,0,237
"Virginia Beach City",-,"18 - Thoroughgood",133,208,65,0,406
"Virginia Beach City",-,"19 - Lake Smith",62,116,20,0,198
"Virginia Beach City",-,"20 - Bayside",100,103,18,0,221
"Virginia Beach City",-,"21 - Davis Corner",32,27,16,0,75
"Virginia Beach City",-,"22 - Point O View",127,143,44,0,314
"Virginia Beach City",-,"23 - Arrowhead",135,109,30,0,274
"Virginia Beach City",-,"24 - Larkspur",94,104,22,0,220
"Virginia Beach City",-,"25 - Avalon",146,131,55,0,332
"Virginia Beach City",-,"26 - Fairfield",169,110,54,0,333
"Virginia Beach City",-,"27 - Edwin",167,168,42,0,377
"Virginia Beach City",-,"28 - Thalia",84,140,29,0,253
"Virginia Beach City",-,"29 - Holland",52,73,18,0,143
"Virginia Beach City",-,"30 - Red Wing",107,151,45,0,303
"Virginia Beach City",-,"31 - Sigma",86,201,39,0,326
"Virginia Beach City",-,"32 - Creeds",70,99,24,0,193
"Virginia Beach City",-,"33 - Capps Shop",68,110,17,0,195
"Virginia Beach City",-,"34 - Blackwater",46,47,11,0,104
"Virginia Beach City",-,"35 - Courthouse",172,232,63,0,467
"Virginia Beach City",-,"36 - Windsor Oaks",108,110,28,0,246
"Virginia Beach City",-,"37 - Chesapeake Beach",58,98,27,0,183
"Virginia Beach City",-,"38 - Witchduck",198,241,82,0,521
"Virginia Beach City",-,"39 - Pembroke",126,144,23,0,293
"Virginia Beach City",-,"40 - Bonney",73,90,17,0,180
"Virginia Beach City",-,"41 - College Park",53,49,36,0,138
"Virginia Beach City",-,"42 - Brandon",95,85,72,1,253
"Virginia Beach City",-,"43 - Bellamy",50,53,21,0,124
"Virginia Beach City",-,"44 - Centerville",101,126,59,0,286
"Virginia Beach City",-,"45 - Timberlake",48,58,6,0,112
"Virginia Beach City",-,"46 - Green Run",35,46,16,0,97
"Virginia Beach City",-,"47 - Kings Grant",160,227,83,0,470
"Virginia Beach City",-,"48 - Wolfsnare",148,181,42,0,371
"Virginia Beach City",-,"49 - Lynnhaven",129,219,42,0,390
"Virginia Beach City",-,"50 - Oceana",20,37,12,0,69
"Virginia Beach City",-,"51 - Stratford Chase",84,159,36,0,279
"Virginia Beach City",-,"52 - Homestead",180,150,75,0,405
"Virginia Beach City",-,"53 - Shannon",105,117,36,0,258
"Virginia Beach City",-,"54 - Cromwell",55,67,35,0,157
"Virginia Beach City",-,"55 - Magic Hollow",33,48,12,0,93
"Virginia Beach City",-,"56 - Edinburgh",62,79,27,0,168
"Virginia Beach City",-,"57 - Sherry Park",64,76,24,0,164
"Virginia Beach City",-,"58 - Glenwood",79,101,30,0,210
"Virginia Beach City",-,"59 - Shelton Park",63,76,20,0,159
"Virginia Beach City",-,"60 - Foxfire",89,178,34,0,301
"Virginia Beach City",-,"61 - Baker",8,12,9,0,29
"Virginia Beach City",-,"62 - Landstown",109,128,61,0,298
"Virginia Beach City",-,"63 - Culver",84,166,23,0,273
"Virginia Beach City",-,"64 - Rosemont Forest",94,102,26,0,222
"Virginia Beach City",-,"65 - Colonial",73,57,30,0,160
"Virginia Beach City",-,"66 - Hunt",97,127,30,0,254
"Virginia Beach City",-,"67 - Eastern Shore",30,42,10,0,82
"Virginia Beach City",-,"68 - Manor",163,128,53,0,344
"Virginia Beach City",-,"69 - Shell",48,29,33,0,110
"Virginia Beach City",-,"70 - Corporate Landing",70,97,24,0,191
"Virginia Beach City",-,"71 - Round Hill",37,46,17,0,100
"Virginia Beach City",-,"72 - Rudee",85,145,31,0,261
"Virginia Beach City",-,"73 - Dahlia",46,41,27,0,114
"Virginia Beach City",-,"74 - Buckner",41,44,19,0,104
"Virginia Beach City",-,"75 - Colony",166,197,43,0,406
"Virginia Beach City",-,"76 - Village",36,24,20,0,80
"Virginia Beach City",-,"77 - Brookwood",68,96,36,0,200
"Virginia Beach City",-,"78 - Indian Lakes",86,85,39,0,210
"Virginia Beach City",-,"79 - Pleasant Hall",38,45,17,0,100
"Virginia Beach City",-,"80 - Chimney Hill",40,44,16,0,100
"Virginia Beach City",-,"81 - Rock Lake",65,64,37,0,166
"Virginia Beach City",-,"82 - Shelburne",64,88,32,0,184
"Virginia Beach City",-,"83 - Strawbridge",99,144,40,0,283
"Virginia Beach City",-,"84 - Tallwood",64,63,37,0,164
"Virginia Beach City",-,"85 - Upton",117,155,35,0,307
"Virginia Beach City",-,"86 - Haygood",126,133,56,0,315
"Virginia Beach City",-,"87 - Hillcrest",85,103,30,0,218
"Virginia Beach City",-,"88 - North Landing",67,79,27,0,173
"Virginia Beach City",-,"89 - Lake Christopher",98,116,44,0,258
"Virginia Beach City",-,"90 - Lake Joyce",59,122,16,0,197
"Virginia Beach City",-,"91 - Lexington",50,61,31,0,142
"Virginia Beach City",-,"92 - Little Neck",136,143,33,0,312
"Virginia Beach City",-,"93 - Newtown",20,14,13,0,47
"Virginia Beach City",-,"94 - Pinewood",51,58,18,0,127
"Virginia Beach City",-,"95 - Dam Neck",33,61,13,0,107
"Virginia Beach City",-,"96 - Hilltop",41,50,13,0,104
"Virginia Beach City",-,"97 - Indian River",36,62,20,0,118
"Virginia Beach City",-,"98 - Independence",27,45,10,0,82
"Virginia Beach City",-,"99 - Salem Woods",41,35,15,0,91
"Virginia Beach City",-,"100 - Sandbridge",63,93,18,0,174
"Virginia Beach City",-,"Ab - Central Absentee Precinct",371,280,86,1,738
"Virginia Beach City",-,Provisional,2,5,3,1,11
"Warren County",-,"101 - Fork Town",55,31,49,0,135
"Warren County",-,"102 - Otterburn",113,69,63,0,245
"Warren County",-,"201 - Happy Creek",84,65,70,0,219
"Warren County",-,"202 - Linden",84,51,39,0,174
"Warren County",-,"301 - North River",75,40,43,0,158
"Warren County",-,"302 - Riverton",79,40,73,0,192
"Warren County",-,"401 - East Shenandoah",140,82,66,0,288
"Warren County",-,"402 - Town - West Shenandoah",55,20,54,0,129
"Warren County",-,"501 - South River",86,45,45,0,176
"Warren County",-,"502 - Bentonville",56,22,19,0,97
"Warren County",-,"504 - Browntown",52,25,8,0,85
"Warren County",-,"Ab - Central Absentee Precinct",18,13,15,0,46
"Warren County",-,Provisional,0,1,0,0,1
"Washington County",-,"101 - East Abingdon",57,22,6,0,85
"Washington County",-,"102 - West Abingdon",31,11,1,0,43
"Washington County",-,"201 - Clinchburg",27,6,7,0,40
"Washington County",-,"202 - Greendale",43,10,4,0,57
"Washington County",-,"203 - Hayters Gap",19,5,0,0,24
"Washington County",-,"204 Woodland Hills",32,16,2,0,50
"Washington County",-,"301 - Watauga",64,27,1,0,92
"Washington County",-,"302 - South Abingdon",57,15,4,0,76
"Washington County",-,"401 - Glade Spring",48,12,3,0,63
"Washington County",-,"402 - Meadowview",44,19,5,0,68
"Washington County",-,"501 - Rhea Valley",64,15,4,0,83
"Washington County",-,"502 - Damascus",20,11,7,0,38
"Washington County",-,"504 - Green Cove",15,2,2,0,19
"Washington County",-,"601 - Burson Place",47,19,4,0,70
"Washington County",-,"602 - Mendota",13,10,2,0,25
"Washington County",-,"603 - Valley Institute",52,19,8,0,79
"Washington County",-,"701 - High Point",35,17,0,0,52
"Washington County",-,"702 - Wallace",18,6,0,0,24
"Washington County",-,"703 - John Battle",37,12,6,0,55
"Washington County",-,"Ab - Central Absentee Precinct",26,7,3,0,36
"Washington County",-,Provisional,0,0,0,0,0
"Waynesboro City",-,"1 - Ward A",33,21,12,0,66
"Waynesboro City",-,"2 - Ward B",90,106,18,0,214
"Waynesboro City",-,"3 - Ward C",81,46,12,0,139
"Waynesboro City",-,"4 - Ward D",125,112,33,0,270
"Waynesboro City",-,"Ab - Central Absentee Precinct",6,10,1,0,17
"Waynesboro City",-,Provisional,0,0,0,0,0
"Westmoreland County",-,"101 - Precinct 1-1",16,34,7,0,57
"Westmoreland County",-,"102 - Precinct 1-2",15,10,0,0,25
"Westmoreland County",-,"201 - Precinct 2-1",38,58,2,0,98
"Westmoreland County",-,"202 - Precinct 2-2",37,33,4,0,74
"Westmoreland County",-,"301 - Precinct 3-1",30,33,5,0,68
"Westmoreland County",-,"302 - Precinct 3-2",20,15,2,0,37
"Westmoreland County",-,"401 - Precinct 4-1",76,68,15,0,159
"Westmoreland County",-,"501 - Precinct 5-1",88,53,13,0,154
"Westmoreland County",-,"Ab - Central Absentee Precinct",8,13,5,0,26
"Westmoreland County",-,Provisional,0,0,0,0,0
"Williamsburg City",-,"1 - Stryker",109,94,57,0,260
"Williamsburg City",-,"2 - Matoaka",86,102,52,0,240
"Williamsburg City",-,"Ab - Central Absentee Precinct",15,18,8,0,41
"Williamsburg City",-,Provisional,0,0,0,0,0
"Winchester City",-,"101 - Merrimans",175,79,37,0,291
"Winchester City",-,"102 - Old Town",150,46,37,0,233
"Winchester City",-,"201 - Virginia Avenue",84,29,14,0,127
"Winchester City",-,"301 - War Memorial",103,37,30,0,170
"Winchester City",-,"401 - Frederick Douglass",58,16,14,0,88
"Winchester City",-,"402 - Rolling Hills",137,47,46,0,230
"Winchester City",-,"Ab - Central Absentee Precinct",26,21,8,0,55
"Winchester City",-,Provisional,0,0,0,0,0
"Wise County",-,"101 - Appalachia",9,9,1,0,19
"Wise County",-,"102 - Dorchester",14,6,2,0,22
"Wise County",-,"103 - Guest River Voting Place",7,1,1,0,9
"Wise County",-,"104 - West Pound",31,9,11,0,51
"Wise County",-,"201 - North Coeburn",16,5,4,0,25
"Wise County",-,"202 - Wise",45,19,10,0,74
"Wise County",-,"203 - East Pound",12,5,0,0,17
"Wise County",-,"301 - Big Stone Gap",41,14,8,0,63
"Wise County",-,"302 - East Stone Gap",41,10,12,0,63
"Wise County",-,"401 - Clinch Valley",24,9,5,0,38
"Wise County",-,"402 - South Coeburn",28,12,0,0,40
"Wise County",-,"403 - St Paul",10,4,3,0,17
"Wise County",-,"Ab - Central Absentee Precinct",7,3,0,0,10
"Wise County",-,Provisional,0,0,0,0,0
"Wythe County",-,"101 - Royal Oak",24,3,0,0,27
"Wythe County",-,"102 - Rural Retreat",117,25,10,0,152
"Wythe County",-,"203 - West Wytheville",99,21,3,0,123
"Wythe County",-,"303 - East Wytheville",105,41,10,0,156
"Wythe County",-,"401 - Fort Chiswell",64,13,4,0,81
"Wythe County",-,"402 - Max Meadows",71,15,3,0,89
"Wythe County",-,"501 - Jackson Memorial",32,7,1,0,40
"Wythe County",-,"502 - Sheffey",68,8,6,0,82
"Wythe County",-,"601 - Huddle",32,3,1,0,36
"Wythe County",-,"602 - Zion",49,5,2,0,56
"Wythe County",-,"603 Evergreen",30,16,2,0,48
"Wythe County",-,"Ab - Central Absentee Precinct",9,3,0,0,12
"Wythe County",-,Provisional,0,0,0,0,0
"York County",-,"101 - Queens Lake",94,134,34,1,263
"York County",-,"102 - Waller Mill",106,160,45,0,311
"York County",-,"103 - Magruder",58,89,22,0,169
"York County",-,"201 - Coventry",149,190,69,0,408
"York County",-,"202 - Kiln Creek",65,99,42,1,207
"York County",-,"301 - Seaford",195,302,54,0,551
"York County",-,"302 - Yorktown",123,197,41,0,361
"York County",-,"303 - Edgehill",99,160,32,0,291
"York County",-,"401 - Harwoods Mill",150,209,75,0,434
"York County",-,"402 - Dare",150,244,50,0,444
"York County",-,"403 - Grafton",61,134,27,0,222
"York County",-,"501 - Tabb",145,206,66,0,417
"York County",-,"502 - Bethel",97,156,44,0,297
"York County",-,"Ab - Central Absentee Precinct",90,56,31,0,177
"York County",-,Provisional,0,0,0,0,0
TOTALS,,,"136,610","131,321","36,508",79,"304,518"
